url_name,English,Chinese
ayatan_hemakara_sculpture,Ayatan Hemakara Sculpture,阿耶檀识 Hemakara 塑像
ayatan_kitha_sculpture,Ayatan Kitha Sculpture,阿耶檀识 Kitha 塑像
ayatan_orta_sculpture,Ayatan Orta Sculpture,阿耶檀识 Orta 塑像
ayatan_piv_sculpture,Ayatan Piv Sculpture,阿耶檀识 Piv 塑像
ayatan_sah_sculpture,Ayatan Sah Sculpture,阿耶檀识 Sah 塑像
ayatan_valana_sculpture,Ayatan Valana Sculpture,阿耶檀识 Valana 塑像
ayatan_vaya_sculpture,Ayatan Vaya Sculpture,阿耶檀识 Vaya 塑像
ayatan_zambuka_sculpture,Ayatan Zambuka Sculpture,阿耶檀识 Zambuka 塑像
balanced_posture,Balanced Posture,稳定姿势
balefire_surge,Balefire Surge,野火涌流
ballista_measure,Ballista Measure,弩炮测距
ballistic_bullseye,Ballistic Bullseye,弹道靶心
ballistica_prime_blueprint,Ballistica Prime Blueprint,布里斯提卡 Prime 蓝图
ballistica_prime_lower_limb,Ballistica Prime Lower Limb,布里斯提卡 Prime 下弓臂
ballistica_prime_receiver,Ballistica Prime Receiver,布里斯提卡 Prime 枪机
ballistica_prime_set,Ballistica Prime Set,布里斯提卡 Prime 一套
ballistica_prime_string,Ballistica Prime String,布里斯提卡 Prime 弓弦
ballistica_prime_upper_limb,Ballistica Prime Upper Limb,布里斯提卡 Prime 上弓臂
bane_of_corpus,Bane Of Corpus,科普斯克星
bane_of_grineer,Bane Of Grineer,克隆尼克星
bane_of_infested,Bane Of Infested,异变体克星
bane_of_corrupted,Bane Of Orokin,灭亡 Orokin
bane_of_the_murmur,Bane Of The Murmur,灭亡低语者
banshee_prime_blueprint,Banshee Prime Blueprint,Banshee Prime 蓝图
banshee_prime_chassis_blueprint,Banshee Prime Chassis Blueprint,Banshee Prime 机体 蓝图
banshee_prime_neuroptics_blueprint,Banshee Prime Neuroptics Blueprint,Banshee Prime 头部神经光元 蓝图
banshee_prime_set,Banshee Prime Set,Banshee Prime 一套
banshee_prime_systems_blueprint,Banshee Prime Systems Blueprint,Banshee Prime 系统 蓝图
barbisteo,Barbisteo,倒刺蒂鳌
baro_void_signal_(key),Baro Void-Signal (Key),Baro 虚空信号（钥匙）
barrel_diffusion,Barrel Diffusion,弹头扩散
baruuk_prime_blueprint,Baruuk Prime Blueprint,Baruuk Prime 蓝图
baruuk_prime_chassis_blueprint,Baruuk Prime Chassis Blueprint,Baruuk Prime 机体 蓝图
baruuk_prime_neuroptics_blueprint,Baruuk Prime Neuroptics Blueprint,Baruuk Prime 头部神经光元 蓝图
baruuk_prime_set,Baruuk Prime Set,Baruuk Prime 一套
baruuk_prime_systems_blueprint,Baruuk Prime Systems Blueprint,Baruuk Prime 系统 蓝图
basin_cay_scene,Basin Cay Scene,盆地岛场景
basmu_blueprint,Basmu Blueprint,巴什穆 蓝图
battering_maneuver,Battering Maneuver,机动冲撞
battle_forge,Battle Forge,战斗锻造
battle_stations,Battle Stations,战位
baza_prime_barrel,Baza Prime Barrel,苍鹰 Prime 枪管
baza_prime_blueprint,Baza Prime Blueprint,苍鹰 Prime 蓝图
baza_prime_receiver,Baza Prime Receiver,苍鹰 Prime 枪机
baza_prime_set,Baza Prime Set,苍鹰 Prime 一套
baza_prime_stock,Baza Prime Stock,苍鹰 Prime 枪托
beguiling_lantern,Beguiling Lantern,欺幻魔灯
bell_ringer,Bell Ringer,击钟者
berserker_fury,Berserker Fury,嗜血 狂暴
beryl_antitoxin,Beryl Antitoxin,绿宝石解毒剂
bhaira_hound_blueprint,Bhaira Hound Blueprint,拜拉猎犬 蓝图
bhisaj_bal,Bhisaj-Bal,治愈羽箭
biotic_rounds,Biotic Rounds,生化弹药
bite,Bite,咬碎
biting_frost,Biting Frost,刺骨寒霜
biting_piranha,Biting Piranha,食人鱼噬咬
blackout_pulse,Blackout Pulse,熄扰脉冲
blade_of_truth,Blade Of Truth,真相之刃
bladed_rounds,Bladed Rounds,尖刃弹头
blast_shield,Blast Shield,爆破护盾
blaze,Blaze,烈焰
blazing_pillage,Blazing Pillage,炽燃劫掠
blazing_steel,Blazing Steel,炽烈坚刃
bleeding_edge,Bleeding Edge,血色刃缘
bleeding_willow,Bleeding Willow,血色万柳
blending_talons,Blending Talons,混沌利爪
blind_justice,Blind Justice,无明制裁
blind_rage,Blind Rage,盲怒
blind_shot,Blind Shot,盲目射击
blinding_reave,Blinding Reave,致盲掠夺
blood_for_ammo,Blood For Ammo,血易弹药
blood_for_energy,Blood For Energy,血易能量
blood_for_life,Blood For Life,血易生命
blood_forge,Blood Forge,祭血锻造
blood_rush,Blood Rush,急进猛突
bloodthirst,Bloodthirst,嗜血
blunderbuss,Blunderbuss,雷筒
bo_prime_blueprint,Bo Prime Blueprint,玻之武杖 Prime 蓝图
bo_prime_handle,Bo Prime Handle,玻之武杖 Prime 握柄
bo_prime_ornament,Bo Prime Ornament,玻之武杖 Prime 饰物
bo_prime_set,Bo Prime Set,玻之武杖 Prime 一套
boar_prime_barrel,Boar Prime Barrel,野猪 Prime 枪管
boar_prime_blueprint,Boar Prime Blueprint,野猪 Prime 蓝图
boar_prime_receiver,Boar Prime Receiver,野猪 Prime 枪机
boar_prime_set,Boar Prime Set,野猪 Prime 一套
boar_prime_stock,Boar Prime Stock,野猪 Prime 枪托
body_count,Body Count,杀伤计数
boltor_prime_barrel,Boltor Prime Barrel,螺钉步枪 Prime 枪管
boltor_prime_blueprint,Boltor Prime Blueprint,螺钉步枪 Prime 蓝图
boltor_prime_receiver,Boltor Prime Receiver,螺钉步枪 Prime 枪机
boltor_prime_set,Boltor Prime Set,螺钉步枪 Prime 一套
boltor_prime_stock,Boltor Prime Stock,螺钉步枪 Prime 枪托
bomb_the_landin,Bomb The Landin',轰炸落地
bonewidow_capsule,Bonewidow Capsule,骨骸寡妇 机舱
bonewidow_casing,Bonewidow Casing,骨骸寡妇 外壳
bonewidow_engine,Bonewidow Engine,骨骸寡妇 引擎
bonewidow_set,Bonewidow Set,骨骸寡妇 一套
bonewidow_weapon_pod,Bonewidow Weapon Pod,骨骸寡妇 武器舱
bore,Bore,枪膛
boreals_anguish,Boreal's Anguish,诡文枭主之苦
boreals_contempt,Boreal's Contempt,诡文枭主之鄙
boreals_hatred,Boreal's Hatred,诡文枭主之恨
botanist,Botanist,植物学家
bounty_hunter,Bounty Hunter,赏金猎人
brain_storm,Brain Storm,头脑风暴
braton_prime_barrel,Braton Prime Barrel,布莱顿 Prime 枪管
braton_prime_blueprint,Braton Prime Blueprint,布莱顿 Prime 蓝图
braton_prime_receiver,Braton Prime Receiver,布莱顿 Prime 枪机
braton_prime_set,Braton Prime Set,布莱顿 Prime 一套
braton_prime_stock,Braton Prime Stock,布莱顿 Prime 枪托
braton_vandal_barrel,Braton Vandal Barrel,布莱顿·破坏者 枪管
braton_vandal_blueprint,Braton Vandal Blueprint,布莱顿·破坏者 蓝图
braton_vandal_receiver,Braton Vandal Receiver,布莱顿·破坏者 枪机
braton_vandal_set,Braton Vandal Set,布莱顿·破坏者 一套
braton_vandal_stock,Braton Vandal Stock,布莱顿·破坏者 枪托
breach_loader,Breach Loader,破裂填装
breach_quanta,Breach Quanta,封隙量子
brickie,Brickie,砖瓦匠
brief_respite,Brief Respite,快速休整
bright_purity,Bright Purity,光明纯净
broad_eye,Broad Eye,广域之视
broken_war_set,Broken War Set,破碎的战争之剑 一套
bronco_prime_barrel,Bronco Prime Barrel,野马 Prime 枪管
bronco_prime_blueprint,Bronco Prime Blueprint,野马 Prime 蓝图
bronco_prime_receiver,Bronco Prime Receiver,野马 Prime 枪机
bronco_prime_set,Bronco Prime Set,野马 Prime 一套
brutal_tide,Brutal Tide,残暴浪潮
brute_conditioning,Brute Conditioning,蛮力调控
bullet_dance,Bullet Dance,刀锋弹舞
burdened_magazine,Burdened Magazine,过载弹匣
burning_claws,Burning Claws,灼热之爪
burning_hate,Burning Hate,炽烈憎恨
burning_wasp,Burning Wasp,炙热黄蜂
bursting_mass,Bursting Mass,爆发质量
burston_prime_barrel,Burston Prime Barrel,伯斯顿 Prime 枪管
burston_prime_blueprint,Burston Prime Blueprint,伯斯顿 Prime 蓝图
burston_prime_receiver,Burston Prime Receiver,伯斯顿 Prime 枪机
burston_prime_set,Burston Prime Set,伯斯顿 Prime 一套
burston_prime_stock,Burston Prime Stock,伯斯顿 Prime 枪托
butchers_revelry,Butcher's Revelry,屠戮盛宴
buzz_kill,Buzz Kill,败兴虐杀
byteryte,ByteRyte,字节卫士
cabochon_embolos,Cabochon Embolos,弧面型栓子凝石
calculated_redirection,Calculated Redirection,精算蓄能
calculated_shot,Calculated Shot,精算射击
calculated_spring,Calculated Spring,精准弹跳
calculated_victory,Calculated Victory,算计赢家
calm_and_frenzy,Calm & Frenzy,冷静与疯狂
capacitance,Capacitance,电容
carmine_penta_barrel,Carmine Penta Barrel,嫣红·潘塔 枪管
carmine_penta_blueprint,Carmine Penta Blueprint,嫣红·潘塔 蓝图
carmine_penta_receiver,Carmine Penta Receiver,嫣红·潘塔 枪机
carmine_penta_set,Carmine Penta Set,嫣红·潘塔 一套
carmine_penta_stock,Carmine Penta Stock,嫣红·潘塔 枪托
carnis_carapace,Carnis Carapace,肉碾虫 壳甲
carnis_mandible,Carnis Mandible,肉碾虫 巨颚
carnis_stinger,Carnis Stinger,肉碾虫 针刺
carrier_prime_blueprint,Carrier Prime Blueprint,搬运者 Prime 蓝图
carrier_prime_carapace,Carrier Prime Carapace,搬运者 Prime 外壳
carrier_prime_cerebrum,Carrier Prime Cerebrum,搬运者 Prime 头部
carrier_prime_set,Carrier Prime Set,搬运者 Prime 一套
carrier_prime_systems,Carrier Prime Systems,搬运者 Prime 系统
carving_mantis,Carving Mantis,雕斩螳螂
cascadia_accuracy,Cascadia Accuracy,瀑流·精准
cascadia_empowered,Cascadia Empowered,瀑流·强化
cascadia_flare,Cascadia Flare,瀑流·耀炎
cascadia_overcharge,Cascadia Overcharge,瀑流·溢能
castle_town_scene,Castle Town Scene,城堡镇场景
cats_eye,Cat's Eye,猫眼
cataclysmic_continuum,Cataclysmic Continuum,灾变连连
cataclysmic_gate,Cataclysmic Gate,灾变之门
catalyzer_link,Catalyzer Link,触媒连动
catalyzing_shields,Catalyzing Shields,催化护盾
catapult,Catapult,肉弹发射
cathode_current,Cathode Current,阴极电流
cautious_shot,Cautious Shot,谨慎射击
cedo_barrel,Cedo Barrel,塞多 枪管
cedo_blueprint,Cedo Blueprint,塞多 蓝图
cedo_prime_barrel,Cedo Prime Barrel,塞多 Prime 枪管
cedo_prime_blueprint,Cedo Prime Blueprint,塞多 Prime 蓝图
cedo_prime_receiver,Cedo Prime Receiver,塞多 Prime 枪机
cedo_prime_set,Cedo Prime Set,塞多 Prime 一套
cedo_prime_stock,Cedo Prime Stock,塞多 Prime 枪托
cedo_receiver,Cedo Receiver,塞多 枪机
cedo_set,Cedo Set,塞多 一套
cedo_stock,Cedo Stock,塞多 枪托
cela_bracket_blueprint,Cela Bracket Blueprint,塞拉脚架 蓝图
celestial_nightfall,Celestial Nightfall,天界黄昏
celestial_stomp,Celestial Stomp,天圣践踏
centaur_aegis,Centaur Aegis,半人马 盾
centaur_blade,Centaur Blade,半人马 剑刃
centaur_handle,Centaur Handle,半人马 握柄
centaur_set,Centaur Set,半人马 一套
central_mall_backroom,Central Mall Backroom Scene,中央商场后房场景
cephalon_suda_augment_mod,Cephalon Suda Augment Mod,中枢苏达强化Mod
cephalon_suda_combat_emote,Cephalon Suda Combat Emote,中枢苏达战斗表情动作
cephalon_suda_endurance_emote,Cephalon Suda Endurance Emote,中枢苏达耐力表情动作
cephalon_suda_engineering_emote,Cephalon Suda Engineering Emote,中枢苏达工程表情动作
cephalon_suda_gunnery_emote,Cephalon Suda Gunnery Emote,中枢苏达枪炮表情动作
cephalon_suda_piloting_emote,Cephalon Suda Piloting Emote,中枢苏达操纵表情动作
cernos_prime_blueprint,Cernos Prime Blueprint,西诺斯 Prime 蓝图
cernos_prime_grip,Cernos Prime Grip,西诺斯 Prime 弓身
cernos_prime_lower_limb,Cernos Prime Lower Limb,西诺斯 Prime 下弓臂
cernos_prime_set,Cernos Prime Set,西诺斯 Prime 一套
cernos_prime_string,Cernos Prime String,西诺斯 Prime 弓弦
cernos_prime_upper_limb,Cernos Prime Upper Limb,西诺斯 Prime 上弓臂
ceti_lacera_blueprint,Ceti Lacera Blueprint,天仓·悲痛之刃 蓝图
cetus_scene,Cetus Scene,希图斯场景
chamber_of_the_lotus_scene,Chamber Of The Lotus Scene,Lotus 大厅场景
champions_blessing,Champion's Blessing,强者祝福
chaos_sphere,Chaos Sphere,混乱领域
charamote,Charamote,重筑虾
charc_eel,Charc Eel,查克鳗
charged_bullets,Charged Bullets,带电子弹
charged_chamber,Charged Chamber,蓄力装填
charged_shell,Charged Shell,充电弹头
charm,Charm,招福
chesa_kubrow_imprint,Chesa Kubrow Imprint,寻猎型库狛 基因印记
chilling_claws,Chilling Claws,寒冰之爪
chilling_globe,Chilling Globe,冰封护罩
chilling_grasp,Chilling Grasp,急冻控场
chilling_reload,Chilling Reload,激冷装填
chondricord,Chondricord,骨锥琼鲷
chroma_prime_blueprint,Chroma Prime Blueprint,Chroma Prime 蓝图
chroma_prime_chassis_blueprint,Chroma Prime Chassis Blueprint,Chroma Prime 机体 蓝图
chroma_prime_neuroptics_blueprint,Chroma Prime Neuroptics Blueprint,Chroma Prime 头部神经光元 蓝图
chroma_prime_set,Chroma Prime Set,Chroma Prime 一套
chroma_prime_systems_blueprint,Chroma Prime Systems Blueprint,Chroma Prime 系统 蓝图
chromatic_blade,Chromatic Blade,华彩刀剑
cinta_blueprint,Cinta Blueprint,遂心 蓝图
cinta_grip_blueprint,Cinta Grip Blueprint,遂心 握把 蓝图
cinta_lower_limb_blueprint,Cinta Lower Limb Blueprint,遂心 下弓臂 蓝图
cinta_set,Cinta Set,遂心 一套
cinta_string_blueprint,Cinta String Blueprint,遂心 弓弦 蓝图
cinta_upper_limb_blueprint,Cinta Upper Limb Blueprint,遂心 上弓臂 蓝图
citrine_antitoxin,Citrine Antitoxin,黄水晶解毒剂
citrines_last_wish_factory_scene,Citrine's Last Wish Factory Scene,《Citrine 的遗愿》工厂场景
clashing_forest,Clashing Forest,巨林冲击
cleanse_corpus,Cleanse Corpus,净化科普斯
cleanse_grineer,Cleanse Grineer,净化克隆尼
cleanse_infested,Cleanse Infested,净化异变体
cleanse_corrupted,Cleanse Orokin,净化 Orokin
cleanse_the_murmur,Cleanse The Murmur,净化低语者
cleaving_whirlwind,Cleaving Whirlwind,弧刃回天
clip_delegation,Clip Delegation,弹能过继
coaction_drift,Coaction Drift,协力窜升
cobra_and_crane_prime_blade,Cobra & Crane Prime Blade,眼镜蛇 & 鹤 Prime 刀刃
cobra_and_crane_prime_blueprint,Cobra & Crane Prime Blueprint,眼镜蛇 & 鹤 Prime 蓝图
cobra_and_crane_prime_guard,Cobra & Crane Prime Guard,眼镜蛇 & 鹤 Prime 护手
cobra_and_crane_prime_hilt,Cobra & Crane Prime Hilt,眼镜蛇 & 鹤 Prime 握柄
cobra_and_crane_prime_set,Cobra & Crane Prime Set,眼镜蛇 & 鹤 Prime 一套
coil_recharge,Coil Recharge,旋爆电击
coiling_viper,Coiling Viper,毒蛇螺旋
cold_arrival,Cold Arrival,冷抵步
cold_snap,Cold Snap,寒流来袭
collision_force,Collision Force,冲击巨力
color_key_scene,Color Key Scene,色键场景
combat_discipline,Combat Discipline,战斗教条
combat_reload,Combat Reload,战斗装填
combo_fury,Combo Fury,连击狂怒
combo_killer,Combo Killer,连击杀手
combustion_beam,Combustion Beam,灼热光束
combustion_rounds,Combustion Rounds,燃烧弹头
comet_blast,Comet Blast,彗星爆发
comet_rounds,Comet Rounds,彗星弹头
companion_weapon_riven_mod_(veiled),Companion Weapon Riven Mod (Veiled),同伴武器裂罅 Mod (尚未揭开)
computer_cop,Computer Cop,电脑巡警
concealed_explosives,Concealed Explosives,内置炸药
concentrated_arrow,Concentrated Arrow,集中箭矢
concussion_rounds,Concussion Rounds,震荡弹头
condition_overload,Condition Overload,异况超量
conditions_perfection,Condition's Perfection,极致境地
conductive_blade,Conductive Blade,通电刀刃
conductive_sphere,Conductive Sphere,导电球
conductor,Conductor,指挥家
conic_nozzle,Conic Nozzle,锥型推进器
conjunction_voltage,Conjunction Voltage,联结·电压
constitution,Constitution,百折不挠
contagion_cloud,Contagion Cloud,感染毒雾
contagious_bond,Contagious Bond,传染连结
contagious_spread,Contagious Spread,传染蔓延
containment_breach,Containment Breach,核控突破
contamination_casing,Contamination Casing,毒染套管
continuity,Continuity,持久力
continuous_misery,Continuous Misery,无尽苦难
controlled_slide,Controlled Slide,平稳滑步
convulsion,Convulsion,痉挛
coolant_leak,Coolant Leak,冷却液外泄
cordon,Cordon,防线封锁
corinth_prime_barrel,Corinth Prime Barrel,科林斯 Prime 枪管
corinth_prime_blueprint,Corinth Prime Blueprint,科林斯 Prime 蓝图
corinth_prime_receiver,Corinth Prime Receiver,科林斯 Prime 枪机
corinth_prime_set,Corinth Prime Set,科林斯 Prime 一套
corinth_prime_stock,Corinth Prime Stock,科林斯 Prime 枪托
corpus_depository_scene,Corpus Depository Scene,Corpus 贮藏所场景
corpus_gas_city_conduit_scene,Corpus Gas City Conduit Scene,Corpus 集气城市管道场景
corpus_ice_planet_wreckage_scene,Corpus Ice Planet Wreckage Scene,Corpus 冰封星球残骸场景
corpus_ship_bridge_scene,Corpus Ship Bridge Scene,Corpus 舰桥场景
corpus_ship_hangar_scene,Corpus Ship Hangar Scene,Corpus 船舰库场景
corpus_ship_orbital_cannon_scene,Corpus Ship Orbital Cannon Scene,Corpus 船舰追踪炮场景
corpus_void_key,Corpus Void Key,Corpus虚空钥匙
corrosive_projection,Corrosive Projection,腐蚀投射
corrupt_charge,Corrupt Charge,邪恶蓄力
cortege_barrel,Cortege Barrel,送葬者 枪管
cortege_receiver,Cortege Receiver,送葬者 枪机
cortege_set,Cortege Set,送葬者 一套
cortege_stock,Cortege Stock,送葬者 枪托
corufell_barrel,Corufell Barrel,闪劫 枪管
corufell_handle,Corufell Handle,闪劫 握柄
corufell_receiver,Corufell Receiver,闪劫 枪机
corufell_set,Corufell Set,闪劫 一套
corvas_barrel,Corvas Barrel,黑鸦 枪管
corvas_prime_barrel,Corvas Prime Barrel,黑鸦 Prime 枪管
corvas_prime_blueprint,Corvas Prime Blueprint,黑鸦 Prime 蓝图
corvas_prime_receiver,Corvas Prime Receiver,黑鸦 Prime 枪机
corvas_prime_set,Corvas Prime Set,黑鸦 Prime 一套
corvas_prime_stock,Corvas Prime Stock,黑鸦 Prime 枪托
corvas_receiver,Corvas Receiver,黑鸦 枪机
corvas_set,Corvas Set,黑鸦 一套
corvas_stock,Corvas Stock,黑鸦 枪托
counter_pulse,Counter Pulse,反转脉冲
counterbalance,Counterbalance,制衡
countermeasures,Countermeasures,反制系统
counterweight,Counterweight,平衡配重
covert_bond,Covert Bond,隐蔽连结
covert_lethality,Covert Lethality,致命匿杀
crash_course,Crash Course,连续冲击
crash_shot,Crash Shot,溃散射击
crashing_havoc,Crashing Havoc,崩毁浩劫
crashing_timber,Crashing Timber,原木冲击
crater_cay_scene,Crater Cay Scene,陨石坑岛场景
creeping_bullseye,Creeping Bullseye,匍匐靶心
creeping_terrify,Creeping Terrify,缓动惊骇
crescent_charge,Crescent Charge,月刃刺冲
crescent_devolution,Crescent Devolution,月刃回溯
crescent_vulpaphyla_imprint,Crescent Vulpaphyla Imprint,月刃狐帕菲拉 基因印记
cressas_garrison_scene,Cressa's Garrison Scene,Cressa 的驻扎处场景
crimson_dervish,Crimson Dervish,赤红狂舞
crimson_fugue,Crimson Fugue,猩红逐击
critical_deceleration,Critical Deceleration,降速暴击
critical_delay,Critical Delay,关键延迟
critical_focus,Critical Focus,关键焦点
critical_meltdown,Critical Meltdown,关键熔毁
critical_mutation,Critical Mutation,关键突变
critical_precision,Critical Precision,致命精准
critical_surge,Critical Surge,暴击涌流
crossing_snakes,Crossing Snakes,双蛇牙突
crowd_dispersion,Crowd Dispersion,人群驱散
cruising_speed,Cruising Speed,巡航速度
crushing_ruin,Crushing Ruin,月落乌啼
cryo_coating,Cryo Coating,冷冻包覆
cryo_rounds,Cryo Rounds,低温弹头
cryptosuctus,Cryptosuctus,墓沼隐龙
cull_the_weak,Cull The Weak,优胜劣汰
cunning_aspect,Cunning Aspect,狡诈面貌
cunning_drift,Cunning Drift,狡诈窜升
cuthol,Cuthol,克苏尔
cutting_edge,Cutting Edge,切割刃缘
cyclone_kraken,Cyclone Kraken,飓风海怪
cyngas_barrel,Cyngas Barrel,合成燃气炮 枪管
cyngas_receiver,Cyngas Receiver,合成燃气炮 枪机
cyngas_set,Cyngas Set,合成燃气炮 一套
cyngas_stock,Cyngas Stock,合成燃气炮 枪托
daikyu_prime_blueprint,Daikyu Prime Blueprint,大久和弓 Prime 蓝图
daikyu_prime_grip,Daikyu Prime Grip,大久和弓 Prime 弓身
daikyu_prime_lower_limb,Daikyu Prime Lower Limb,大久和弓 Prime 下弓臂
daikyu_prime_set,Daikyu Prime Set,大久和弓 Prime 一套
daikyu_prime_string,Daikyu Prime String,大久和弓 Prime 弓弦
daikyu_prime_upper_limb,Daikyu Prime Upper Limb,大久和弓 Prime 上弓臂
dais_cay_scene,Dais Cay Scene,讲台岛场景
dakra_prime_blade,Dakra Prime Blade,达克拉 Prime 刀刃
dakra_prime_blueprint,Dakra Prime Blueprint,达克拉 Prime 蓝图
dakra_prime_handle,Dakra Prime Handle,达克拉 Prime 握柄
dakra_prime_set,Dakra Prime Set,达克拉 Prime 一套
damage_decoy,Damage Decoy,易伤诱饵
damaged_necramech_casing,Damaged Necramech Casing,损坏的殁世机甲 外壳
damaged_necramech_engine,Damaged Necramech Engine,损坏的殁世机甲 引擎
damaged_necramech_pod,Damaged Necramech Pod,损坏的殁世机甲 机舱
damaged_necramech_set,Damaged Necramech Set,损坏的殁世机甲 一套
damaged_necramech_weapon_barrel,Damaged Necramech Weapon Barrel,损坏的殁世机甲武器 枪管
damaged_necramech_weapon_pod,Damaged Necramech Weapon Pod,损坏的殁世机甲 武器舱
damaged_necramech_weapon_receiver,Damaged Necramech Weapon Receiver,损坏的殁世机甲武器 枪机
damaged_necramech_weapon_set,Damaged Necramech Weapon Set,损坏的殁世机甲武器 一套
